Rhododendron_vaccinioides,1
Rhododendron_vernicosum,1
Rhododendron_wardii,1
Rhododendron_williamsianum,0
Rhododendron_xanthostephanum,1
Rhododendron_yunnanense,1
Rhododendron_zaleucum,0
Rhodothamnus_chamaecistus,1
Richea_acerosa,1
Richea_alpina,NA
Richea_continentis,1
Richea_gunnii,0
Richea_milliganii,1
Richea_pandanifolia,1
Richea_procera,1
Richea_scoparia,1
Richea_sprengelioides,1
Richea_victoriana,0
Rupicola_sprengelioides,0
Satyria_ventricosa,1
Satyria_warszewiczii,1
Semiramisia_speciosa,1
Siphonandra_elliptica,1
Sphenotoma_capitata,0
Sphenotoma_dracophylloides,0
Sphenotoma_drummondii,0
Sphenotoma_gracilis,0
Sphyrospermum_buxifolium,1
Sphyrospermum_cordifolium,1
Sprengelia_incarnata,0
Styphelia_adscendens,0
Styphelia_cymbulae,1
Styphelia_exarrhena,0
Styphelia_hainesii,0
Styphelia_laeta,0
Styphelia_longifolia,0
Styphelia_pancheri,1
Styphelia_tenuifolia,0
Styphelia_tubiflora,0
Styphelia_viridis,0
Symphysia_racemosa,0
Tepuia_cardonae,1
Tepuia_venusta,1
Themistoclesia_costaricensis,1
Themistoclesia_epiphytica,1
Thibaudia_floribunda,1
Thibaudia_litensis,1
Trochocarpa_gunnii,1
Trochocarpa_laurina,0
Utleya_costaricensis,1
Vaccinium_bracteatum,0
Vaccinium_calycinum,0
Vaccinium_consanguineum,1
Vaccinium_corymbosum,0
Vaccinium_macrocarpon,0
Vaccinium_meridionale,1
Vaccinium_microcarpum,0
Vaccinium_myrtillus,0
Vaccinium_oxycoccos,0
Vaccinium_poasanum,1
Vaccinium_reticulatum,0
Vaccinium_uliginosum,0
Vaccinium_vitis_idaea,0
Woollsia_pungens,0
Zenobia_pulverulenta,0
